case_id,datetime,language,question,approved_answer,category,source_type,source_id,status,notes
call_center_371,2026-06-19 23:05:33,ru,Ассалому алайкум. «Қорақалпоқ сув таъминоти» АЖ ИНН: СЧЕТ-ФАКТУРА № 49411_260531 от 31.05.2026г. ID: қилиб берсангиз Ассалому алайкум. «Қорақалпоқ сув таъминоти» АЖ ИНН: СЧЕТ-ФАКТУРА № 49411_260531 от 31.05.2026г. ID: қилиб берсангиз,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 371 Operator tez orada ulanadi. soliqdagi rouming ID sini bering tekshirib koring,call_center,call_center,call_center_371,approved,Imported from call center API
call_center_369,2026-06-19 23:05:33,ru,Ошибка в системе any desk дан уланиб Нодир кориб берсинла chrome ми any desk дан уланиб Нодир кориб берсинла chrome ми any desk дан уланиб Нодир кориб берсинла chrome ми. chrome://flags/#local-network-access-check-websockets шу сайт га кириб default турганлани disable килиб чикудим chrome га кирмаяпти энди,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 369 Operator tez orada ulanadi.,call_center,call_center,call_center_369,approved,Imported from call center API
call_center_368,2026-06-19 23:05:33,ru,Абдукарим assalomu alekum xa win-hhj573m81rr@ad login shunaqa fillialni nomidan kiraman korxonani filliali bor. fillialni o'sha klyuch orqali kiraman Melisov Abdukaruim Melisov Abdukarim kirmayabdiyu klyuch orqali faktura.uz faktura.uz ga assalomu alekum. fillialni klyuchi orqali man kiromayabman. ulani klyuchi bor man kompyuterim orqali kirmayabdi faktura.uz ga keyin akt sverka jo'natib bo'mayabdi A.S Faktura Support (fakturauzsupportbot) Klyuch ulanmagan lichniy kabinetga. birinchi login parol bilan boshqa odam nomlaridan kiring keyin nastroykadan lichniy kabinet bolimida INN izi yozib klyuchizi korsatib qoyishiz kerak to'g'rilab bera olasizmi any deskni yoqsam xa man o'zi dan daromadlarni hisobga olish bo'limi 00018 fillial orqali ishliman asosan.lekin bazida faktura yuborish9tekshirish) uchun boshqa fillialga ham klyuchi orqali kiraman.lekin xatolik chiqarvotti man o'zi dan daromadlarni hisobga olish bo'limi 00018 fillial orqali ishliman asosan.lekin bazida faktura yuborish(tekshirish) uchun boshqa fillialga ham klyuchi orqali kirishimga to'g'ri keladi.lekin xatolik chiqarvotti rahmat,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 368 Operator tez orada ulanadi. any deskiz bormi Kimi nomlaridan kirasiz? Ism fgamilyalarini yozib yuboring sizi ism familiyez sotrudniki bolimiga qoshilgan boshqa odam nomlaridan kirishiz mumkin Klyuch ulanmagan lichniy kabinetga. birinchi login parol bilan boshqa odam nomlaridan kiring keyin nastroykadan lichniy kabinet bolimida INN izi yozib klyuchizi korsatib qoyishiz kerak Yozuvdagi xatolik boyicha boshidan ruchnoy yaratib korib jonatib koring Ergashev nomlaridan kirasizmi Buxoro filialimi? Endi klyuch bilan o'sha akauntga kirishiz mumki to'rilab berdim hali,call_center,call_center,call_center_368,approved,Imported from call center API
call_center_367,2026-06-19 23:05:33,ru,Ассалому алейкум Узбек тили 305 134 937 ТТН юборилмаяпти. Шунака хатолик бервотти,"Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. . Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 367 Operator tez orada ulanadi. Бу хатолик солик томонидан Солик Колл-центирига алокага чикиб коринг . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_367,approved,Imported from call center API
call_center_366,2026-06-19 23:05:33,ru,"Mr. Alixodjayev assalom alaykum ?t=0 shu fakturani tekshirib berilar juantib bumayapti Mr. Alixodjayev Error accessing API "" "". Status: 400 Mr. Alixodjayev shuna oshibka beryapti shanbadan bere junatib bumayapti Mr. Alixodjayev assalom alaykum ?t=0 shu fakturani tekshirib berilar juantib bumayapti Mr. Alixodjayev Error accessing API "" "". Status: 400 Mr. Alixodjayev shuna oshibka beryapti shanbadan bere junatib bumayapti Error accessing API "" "". Status: 400 uzgarish yu Ctrl +f5 bosib qayta junatib kurdm lekin usha oshibka chiqyapti",с 9:00 до 18:00. Просим вас обратиться по номеру +998998261406 . . : . Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 366 Operator tez orada ulanadi. ctrl+f5 bosib qaytdan jonatib koring bu hujjatizdagi xatolik rouming tomonidan bovoti markirovka gruhiga murojat eting markirovkeyiz boyicha xatolik bor,call_center,call_center,call_center_366,approved,Imported from call center API
call_center_365,2026-06-19 23:05:33,ru,"Русский здравствуйте! Тип ошибки: В одном из документов первой стороны по договору № 109-05 от 31.05.2026 указана дата, которая раньше даты самого договора ?","с 9:00 до 18:00. Просим вас обратиться по номеру +998998261406 . . . . 365 . . Чем я могу вам помочь Благодарим вас за обращение в службу поддержки Faktura.uz. Надеемся, что нам удалось помочь в решении вашего вопроса. Будем признательны, если вы оцените качество обслуживания. Спасибо за доверие и хорошего дня!",call_center,call_center,call_center_365,approved,Imported from call center API
call_center_364,2026-06-19 23:05:33,ru,ID: Фактура куринмаяпти ID: Фактура куринмаяпти Куриб беринг Алоо,с 9:00 до 18:00. Просим вас обратиться по номеру +998998261406 . . : . Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 364 Operator tez orada ulanadi. { hde-reply-to:6568 } assalomu aleykum,call_center,call_center,call_center_364,approved,Imported from call center API
call_center_362,2026-06-19 23:05:33,ru,НЕ могу зарегистрировать фирму Ошибка в системе Ваалайкум ассалом Faktura Support (fakturauzsupportbot) Ассалому алайкум Нма йордам беролиман Фирма ключи билан киролмаяпман ва регистрация хам килолмаяпман,"Нма йордам беролиман Anydesk беролисизми . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_362,approved,Imported from call center API
call_center_361,2026-06-19 23:05:33,ru,Ассалому алайкум соликдан шу фактурани отмен килолмаяпман соликдан шу фактурани отмен килолмаяпман шу ердан удалить килсам соликда хам учадими Faktura Support (fakturauzsupportbot) Охшадими йук килиб курмадим 5 кун чида клиент фактурани кабул килиб булди Faktura Support (fakturauzsupportbot) Охшадими йук килиб курмадим 5 кун ичида клиент фактурани кабул килиб булди кегинги сафар килиб кураман энди соликдан ухшамаса Yoq,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 361 Operator tez orada ulanadi. Отменит и удалит килин очиши кере соликда Охшадими Бошка саволариз йокми Фактура уз бойича . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_361,approved,Imported from call center API
call_center_360,2026-06-19 23:05:33,ru,"Здравствуйте , из-за чего у меня не отображается ЭЦП в Faktura.uz , хотя в Didox отображается. Версия e-imzo ( 5.00 ) . Здравствуйте , из-за чего у меня не отображается ЭЦП в Faktura.uz , хотя в Didox отображается. Версия e-imzo ( 5.00 ) . минуту 1 041 978 239 подключаетесь ? проблема не в этом ааа все действительно отображается все , понятно сейчас","Можете дать Anydesk Захажу Ваш ключ видно ж Всо проблема решена Других вопросов нету у вас про Фактура уз Ети документы дидоксе ест которий вам нужны в дидоксе видно ети дакументи Благодарим вас за обращение в службу поддержки Faktura.uz. Надеемся, что нам удалось помочь в решении вашего вопроса. Будем признательны, если вы оцените качество обслуживания. Спасибо за доверие и хорошего дня!",call_center,call_center,call_center_360,approved,Imported from call center API
